157572,romit roy choudhury,Duke University,,Adjunct,Hardware & Architecture,Haldia Institute of Technology - India,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://www.ece.illinois.edu/directory/profile.asp?croy,http://www.cs.duke.edu/people/faculty/?csid=1690,,
73780,Nir Yosef,University of California - Berkeley,2014,Assistant,Bioinformatics & Computational Biology,Ben-Gurion University of the Negev - Israel,,Tel Aviv University - Israel,Harvard University - USA,http://niryosef.wordpress.com/,,,
30329,Gregory Abowd,Georgia Institute of Technology,,Full,Human-Computer Interaction,University of Notre Dame - USA,University of Oxford - United Kingdom,University of Oxford - United Kingdom,,http://www.gregoryabowd.com/,,,
66152,Ellen Riloff,University of Utah,,Associate,Natural Language & Speech,Carnegie Mellon University - USA,University of Massachusetts - Amherst - USA,University of Massachusetts - Amherst - USA,,http://www.cs.utah.edu/~riloff/,,,
157817,Atif Memon,University of Maryland - College Park,2001,Associate,Software Engineering,University of Karachi - Pakistan,King Fahd University of Petroleum and Minerals - Saudi Arabia,University of Pittsburgh - USA,,http://www.cs.umd.edu/~atif/cv/,,,
88066,Michael Fredman,Rutgers - State University of New Jersey - New Brunswick,,Full,Distributed & Parallel Computing,California Institute of Technology - USA,,Stanford University - USA,,http://en.wikipedia.org/wiki/Michael_Fredman,,,
28560,Christopher Umans,California Institute of Technology,2002,Full,Algorithms & Theory,Williams College - USA,,University of California - Berkeley - USA,Microsoft Research - USA,http://users.cms.caltech.edu/~umans/,http://www.work.caltech.edu/,http://www.cms.caltech.edu/people/3237/profile,
16196,Gokhan Memik,Northwestern University,2003,Associate,Hardware & Architecture,Bogaziçi University - Turkey,Northwestern University - USA,University of California - Los Angeles - USA,,http://users.eecs.northwestern.edu/~memik/resu.html,,,
158722,Ricardo Bianchini,Rutgers - State University of New Jersey - New Brunswick,2000,Full,Distributed & Parallel Computing,,,Georgia Institute of Technology - USA,,http://www.cs.rutgers.edu/~ricardob/,,,
117296,Vincent Conitzer,Duke University,2006,Full,Artificial Intelligence,Harvard University - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.duke.edu/~conitzer/,http://www.cs.duke.edu/people/faculty/?csid=1612,,
11403,Gene Tsudik,University of California - Irvine,,Full,Security & Privacy,,,University of Southern California - USA,,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=gtsudik,,,
105128,James Collofello,Arizona State University,1979,Full,Software Engineering,Northern Illinois University - USA,Northern Illinois University - USA,Northwestern University - USA,,http://cidse.engineering.asu.edu/directory/collofello-james/,,,
87105,David Kriegman,University of California - San Diego,2002,Full,Computer Vision,,,Stanford University - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=183,,,
158970,Vincent Aleven,Carnegie Mellon University,,Associate,Human-Computer Interaction,,,University of Pittsburgh - USA,,http://www.cs.cmu.edu/~aleven/teaching.html,http://en.wikipedia.org/wiki/Vincent_Aleven,,
96168,Samuel N. Kamin,University of Illinois at Urbana-Champaign,1980,Associate,Programming Languages,,,State University of New York - Stony Brook - USA,,http://cs.illinois.edu/about-us/awards/distinguished-alumni/2013-distinguished-service-award,,,
158972,Tim Kraska,Brown University,2013,Assistant,Databases,University of Münster - Germany,University of Sydney - Australia,Swiss Federal Institute of Technology (ETH) - Switzerland,University of California - Berkeley - USA,http://cs.brown.edu/people/kraskat/cv.html,,,
158975,Owen Astrachan,Duke University,2000,Practice,Programming Languages,,Duke University - USA,Duke University - USA,,http://www.cs.duke.edu/~ola/olavita.pdf,,,
158976,David Laidlaw,Brown University,1998,Full,Graphics,Brown University - USA,Brown University - USA,California Institute of Technology - USA,California Institute of Technology - USA,https://research.brown.edu/pdf/1106970029.pdf?nocache=2041876042,,,
137646,Ralph Grishman,New York University,1973,Full,Hardware & Architecture,Columbia College - USA,Columbia University - USA,Columbia University - USA,,http://cs.nyu.edu/cs/faculty/grishman/,,,
115701,Anshul Kundaje,Stanford University,2013,Associate,Bioinformatics & Computational Biology,University of Mumbai - India,Columbia University - USA,Columbia University - USA,,http://anshul.kundaje.net/,,,
83613,Joel I. Seiferas,University of Rochester,1979,Associate,Algorithms & Theory,,,Massachusetts Institute of Technology - USA,,https://www.cs.rochester.edu/~joel/,,,
27971,John Keyser,Texas A&M University,2000,Full,Graphics,Abilene Christian University - USA,,University of North Carolina - Chapel Hill - USA,,http://www.cse.tamu.edu/people/faculty/keyser,,,
154436,Jih-Kwon Peir,University of Florida,,Associate,Hardware & Architecture,,,University of Illinois at Urbana-Champaign - USA,,http://cise.ufl.edu/people/faculty/peir/,,,
79784,Jude Shavlik,University of Wisconsin - Madison,1988,Full,Algorithms & Theory,Massachusetts Institute of Technology - USA,Yale University - USA,University of Illinois at Urbana-Champaign - USA,,http://www.cs.wisc.edu/users/shavlik,http://pages.cs.wisc.edu/~shavlik/,,
99326,Christopher Carothers,Rensselaer Polytechnic Institute,2005,Full,Distributed & Parallel Computing,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,,http://www.cs.rpi.edu/~chrisc/,http://www.cs.rpi.edu/~chrisc/carothers-cv-10-30-2013.pdf,,
66916,Kostas Daniilidis,University of Pennsylvania,1998,Full,Computer Vision,National Technical University of Athens - Greece,,Karlsruhe Institute of Technology - Germany,,http://www.cis.upenn.edu/departmental/faculty/,,,
72631,Robert Soare,University of Chicago,1975,Full,Algorithms & Theory,Princeton University - USA,,Cornell University - USA,,http://www.cs.uchicago.edu/people/soare,,,
121565,Mustaque Ahamad,Georgia Institute of Technology,,Full,Security & Privacy,Birla Institute of Technology and Science - Pilani - India,State University of New York - Stony Brook - USA,State University of New York - Stony Brook - USA,,http://www.cc.gatech.edu/~mustaq/#biography,,,
33825,John Stasko,Georgia Institute of Technology,1989,Full,Human-Computer Interaction,Bucknell University - USA,Brown University - USA,Brown University - USA,,http://www.cc.gatech.edu/~stasko/,,,
106531,Melvin Breuer,University of Southern California,1986,Full,Scientific Computing,,Massachusetts Institute of Technology - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,http://ee.usc.edu/faculty_staff/faculty_directory/breuer.htm,,,
92543,Tim Roughgarden,Stanford University,2004,Associate,Algorithms & Theory,,,Cornell University - USA,,http://theory.stanford.edu/~tim/,,,
103018,Pen-Chung Yew,University of Minnesota - Twin Cities,1994,Full,Hardware & Architecture,National Taiwan University - Taipei - Taiwan,University of Massachusetts - Amherst - USA,University of Illinois at Urbana-Champaign - USA,,http://www-users.cs.umn.edu/~yew/,,,
3118,Shahram Ghandeharizadeh,University of Southern California,1985,Associate,Computer Education,University of Wisconsin - Madison - USA,,University of Wisconsin - Madison - USA,,http://perspolis.usc.edu/Users/shahram/,,,
129238,Leslie Kaelbling,Massachusetts Institute of Technology,2000,Full,Artificial Intelligence,Stanford University - USA,,Stanford University - USA,,http://people.csail.mit.edu/lpk/,http://www.csail.mit.edu/user/808,,
156428,Ramani Duraiswami,University of Maryland - College Park,,Associate,Computer Vision,,Johns Hopkins University - USA,Johns Hopkins University - USA,,http://www.umiacs.umd.edu/~ramani/,,,
64120,Todd Proebsting,University of Arizona,,Full,Data Mining,Carleton College - USA,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,,http://arnetminer.org/person/todd-a-proebsting-551890.html,,,
18749,Elliot Anshelevich,Rensselaer Polytechnic Institute,1996,Associate,Algorithms & Theory,Rice University - USA,Rice University - USA,Cornell University - USA,Princeton University - USA,http://www.cs.rpi.edu/~eanshel/,,,
101473,Richard Lipton,Georgia Institute of Technology,2000,Full,Algorithms & Theory,Case Western Reserve University - USA,,Carnegie Mellon University - USA,,http://en.wikipedia.org/wiki/Richard_J._Lipton,http://www.scs.gatech.edu/people/richard-lipton,,
104110,Jean Gallier,University of Pennsylvania,1978,Full,Graphics,Ecole Nationale des Ponts et Chaussees - France,,University of California - Los Angeles - USA,University of California - Santa Barbara - USA,http://www.cis.upenn.edu/~jean/home.html,http://www.cis.upenn.edu/~jean/vita2.pdf,http://www.cis.upenn.edu/~mkearns/,
90328,Alexandra Boldyreva,Georgia Institute of Technology,2004,Associate,Security & Privacy,Saint Petersburg Polytechnical University - Russia,Saint Petersburg Polytechnical University - Russia,University of California - San Diego - USA,,http://www.cc.gatech.edu/~aboldyre/,,,
155575,Marty Humphrey,University of Virginia,1998,Associate,World Wide Web,Clarkson University - USA,Clarkson University - USA,University of Massachusetts - Amherst - USA,,http://www.cs.virginia.edu/~humphrey/,,,
145446,Georgios Fainekos,Arizona State University,2009,Assistant,Real-Time & Embedded Systems,National Technical University of Athens - Greece,University of Pennsylvania - USA,University of Pennsylvania - USA,,http://cidse.engineering.asu.edu/directory/fainekos-georgios/,,,
57449,Frank Pfenning,Carnegie Mellon University,1986,Full,Programming Languages,Technische Universität Darmstadt - Germany,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.cmu.edu/~fp/cv.html,,,
30898,Paul Barford,University of Wisconsin - Madison,2001,Full,Networks & Communications,University of Illinois at Urbana-Champaign - USA,,Boston University - USA,,http://www.cs.wisc.edu/users/pb,http://pages.cs.wisc.edu/~pb/,,
88564,Kenneth Supowit,Ohio State University,,Associate,Algorithms & Theory,,,University of Illinois at Urbana-Champaign - USA,,http://www.cse.ohio-state.edu/~supowit/,,,
135804,Rance Cleaveland,University of Maryland - College Park,,Full,Software Engineering,Duke University - USA,Cornell University - USA,Cornell University - USA,,http://www.cs.umd.edu/~rance/cv.pdf,,,
66865,L. Ridgway Scott,University of Chicago,1998,Full,Bioinformatics & Computational Biology,Tulane University - USA,,Massachusetts Institute of Technology - USA,,http://www.cs.uchicago.edu/people/ridg,,,
3246,Karthikeyan Sankaralingam,University of Wisconsin - Madison,2006,Associate,Hardware & Architecture,Indian Institute of Technology - Madras - India,University of Texas - Austin - USA,University of Texas - Austin - USA,,http://www.cs.wisc.edu/users/karu,,,
19982,Michael Dillencourt,University of California - Irvine,,Full,Algorithms & Theory,,,University of Maryland - College Park - USA,,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=mbdillen,,,
157020,Valeria Bertacco,University of Michigan,2003,Associate,Hardware & Architecture,University of Padua - Italy,Stanford University - USA,Stanford University - USA,,http://web.eecs.umich.edu/~valeria/,,,
64430,Lorenzo Orecchia,Boston University,2014,Assistant,Algorithms & Theory,Princeton University - USA,,University of California - Berkeley - USA,Massachusetts Institute of Technology - USA,http://orecchia.net/,,,
54857,Karen Livescu,University of Chicago,2005,Assistant,Natural Language & Speech,Princeton University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,http://www.cs.uchicago.edu/people/klivescu,,,
10493,Nenad Medvidovic,University of Southern California,,Full,Software Engineering,Arizona State University - USA,University of California - Irvine - USA,University of California - Irvine - USA,University of California - Irvine - USA,http://sunset.usc.edu/~neno/,,,
91367,Alexander Ihler,University of California - Irvine,2007,Associate,Artificial Intelligence,California Institute of Technology - USA,,Massachusetts Institute of Technology - USA,,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=aihler,,,
126604,Sanjoy Baruah,University of North Carolina - Chapel Hill,1999,Full,Distributed & Parallel Computing,,University of Texas - Austin - USA,University of Texas - Austin - USA,,http://www.cs.unc.edu/cms/our-people/faculty/sanjoy-k.-baruah,http://www.cs.unc.edu/~baruah/,,
143350,John Harer,Duke University,1993,Full,Algorithms & Theory,Haverford College - USA,,University of California - Berkeley - USA,,http://fds.duke.edu/db/aas/math/faculty/john.harer,,,
152346,Yevgeniy Dodis,New York University,2001,Full,Security & Privacy,New York University - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,IBM Thomas J. Watson Research Center - USA,http://cs.nyu.edu/~dodis/,,,
151025,Alexander Schliep,Rutgers - State University of New Jersey - New Brunswick,2009,Associate,Bioinformatics & Computational Biology,,,Universität zu Kön - Germany,,http://www.cs.rutgers.edu/~schliep/,,,
936,Dan Boneh,Stanford University,1997,Full,Security & Privacy,Technion-Israel Institute of Technology - Israel,Princeton University - USA,Princeton University - USA,,http://en.wikipedia.org/wiki/Dan_Boneh,,,
138247,Marco Levorato,University of California - Irvine,2013,Assistant,Artificial Intelligence,University of Ferrara - Italy,University of Ferrara - Italy,University of Padua - Italy,University of Southern California - USA,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=levorato,,,
140137,Arun Venkataramani,University of Massachusetts - Amherst,2005,Associate,Networks & Communications,Indian Institute of Technology - Bombay - India,University of Texas - Austin - USA,University of Texas - Austin - USA,,https://www.cs.umass.edu/faculty/directory/venkataramani_arun,,,
152088,Eric Fosler-Lussier,Ohio State University,2003,Associate,Natural Language & Speech,University of California - Berkeley - USA,International Computer Science Institute - USA,International Computer Science Institute - USA,International Computer Science Institute - USA,http://www.cse.ohio-state.edu/~fosler/,,,
123377,Kirk W. Cameron,Virginia Polytechnic Institute and State University,,Full,Distributed & Parallel Computing,University of Florida - USA,,Louisiana State University - USA,,http://www.cs.vt.edu/user/cameron,,,
3934,Ahmed Sameh,Purdue University,1997,Full,Scientific Computing,University of Alexandria - Egypt,Georgia Institute of Technology - USA,University of Illinois at Urbana-Champaign - USA,,https://www.cs.purdue.edu/homes/sameh/,,,
130805,Liviu Iftode,Rutgers - State University of New Jersey - New Brunswick,1997,Full,Operating Systems,Polytechnic University of Bucharest - Romania,Princeton University - USA,Princeton University - USA,,http://www.cs.rutgers.edu/~iftode/,,,
70408,Dragomir Radev,University of Michigan,2000,Full,Natural Language & Speech,University of Maine - USA,Columbia University - USA,Columbia University - USA,,http://www.eecs.umich.edu/~radev,,,
115963,H. Venkateswaran,Georgia Institute of Technology,1986,Associate,Algorithms & Theory,,,University of Washington - USA,,http://www.cc.gatech.edu/~venkat/,,,
52951,Sara Kiesler,Carnegie Mellon University,,Full,Human-Computer Interaction,Simmons College - USA,Stanford University - USA,Ohio State University - USA,,http://www.cs.cmu.edu/~kiesler/,http://www.ri.cmu.edu/seminar/archives/1996.spring/s96-kiesler.html,,
143629,Alon Orlitsky,University of California - San Diego,1997,Full,Algorithms & Theory,Ben-Gurion University of the Negev - Israel,Stanford University - USA,Stanford University - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=54,,,
71273,Jonathan Shewchuk,University of California - Berkeley,1997,Full,Scientific Computing,Simon Fraser University - Canada,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.berkeley.edu/~jrs/,,,
106108,Mark Oskin,University of Washington,2001,Associate,Hardware & Architecture,University of California - Davis - USA,University of California - Davis - USA,University of California - Davis - USA,,http://homes.cs.washington.edu/~oskin/,http://www.linkedin.com/pub/mark-oskin/b/190/172,,
155623,Rahul Sarpeshkar,Massachusetts Institute of Technology,,Associate,Bioinformatics & Computational Biology,Massachusetts Institute of Technology - USA,,California Institute of Technology - USA,,http://www.rle.mit.edu/acbs/people/,http://en.wikipedia.org/wiki/Rahul_Sarpeshkar,,
107593,Jaakko Jarvi,Texas A&M University,2004,Associate,Programming Languages,,University of Turku - Finland,University of Turku - Finland,University of Turku - Finland,https://parasol.tamu.edu/~jarvi,,,
151593,Raju Pandey,University of California - Davis,,Associate,Programming Languages,Indian Institute of Technology - Kharagpur - India,University of Massachusetts - Amherst - USA,University of Texas - Austin - USA,,http://www.cs.ucdavis.edu/~pandey/,,,
145699,Michael T. Goodrich,University of California - Irvine,2001,Full,Algorithms & Theory,Calvin College - USA,Purdue University - USA,Purdue University - USA,,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=goodrich,,,
157314,Mohammad Hajiaghayi,University of Maryland - College Park,,Associate,Algorithms & Theory,Sharif University of Technology - Tehran - Iran,University of Waterloo - Ontario - Canada,Massachusetts Institute of Technology - USA,,http://www.cs.umd.edu/~hajiagha/cv1.pdf,,,
131874,Marc Niethammer,University of North Carolina - Chapel Hill,2014,Associate,Bioinformatics & Computational Biology,University of Stuttgart - Germany,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,,http://wwwx.cs.unc.edu/~mn/,,,
102612,Ziv Bar-Joseph,Carnegie Mellon University,,Associate,Bioinformatics & Computational Biology,,,Massachusetts Institute of Technology - USA,,http://www.iscb.org/iscb-awards/1224,,,
55020,Serafim Batzoglou,Stanford University,2001,Associate,Bioinformatics & Computational Biology,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://ai.stanford.edu/~serafim/,,,
103378,Magdalena Balazinska,University of Washington,2006,Associate,Databases,École Polytechnique de Montréal - Quebec - Canada,École Polytechnique de Montréal - Quebec - Canada,Massachusetts Institute of Technology - USA,,http://www.cs.washington.edu/people/faculty/magda,http://nms.lcs.mit.edu/~mbalazin/resume/CV_balazinska.html,,
108914,Casimir Kulikowski,Rutgers - State University of New Jersey - New Brunswick,1970,Full,Computer Vision,Yale University - USA,Yale University - USA,University of Hawaii - USA,,https://www.cs.rutgers.edu/~kulikows/,,,
15747,Gurindar Sohi,University of Wisconsin - Madison,1985,Full,Hardware & Architecture,Birla Institute of Technology and Science - Pilani - India,,University of Illinois at Urbana-Champaign - USA,,http://www.cs.wisc.edu/users/sohi,http://pages.cs.wisc.edu/~sohi/,http://www.computer.org/portal/web/awards/sohi,
123359,Nikos Hardavellas,Northwestern University,2009,Assistant,Distributed & Parallel Computing,University of Crete - Greece,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://users.eecs.northwestern.edu/~hardav/,http://www.mccormick.northwestern.edu/directory/profiles/Nikos-Hardavellas.html,,
56189,Loren Terveen,University of Minnesota - Twin Cities,2002,Full,Human-Computer Interaction,University of South Dakota - USA,University of Texas - Austin - USA,University of Texas - Austin - USA,,http://www-users.cs.umn.edu/~terveen/,http://arnetminer.org/person/loren-g-terveen-207926.html,https://sobaco.umn.edu/umnexperts/lorenterveen,
56188,Xavier Tricoche,Purdue University,2007,Assistant,Graphics,École Nationale Supérieure d'Informatique et de Mathématiques Appliquées de Grenoble - France,Université Joseph Fourier - France,University of Kaiserslautern - Germany,University of Utah - USA,https://www.cs.purdue.edu/people/faculty/xmt/,,,
43192,Philipp Koehn,Johns Hopkins University,2014,Full,Natural Language & Speech,University of Erlangen - Germany,University of Tennessee - USA,University of Southern California - USA,Massachusetts Institute of Technology - USA,http://homepages.inf.ed.ac.uk/pkoehn/resume.html,,,
119754,Valerio Pascucci,University of Utah,2008,Full,Graphics,,University of Rome - La Sapienza - Italy,Purdue University - USA,,http://www.pascucci.org/pdf-papers/curriculum-pascucci.pdf,,,
40489,Muriel Medard,Massachusetts Institute of Technology,1995,Full,Networks & Communications,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.rle.mit.edu/people/directory/muriel-medard/,http://www.mit.edu/~medard/bio/LtestCVNovember2012.pdf,,
69240,Ricardo Gutierrez-Osuna,Texas A&M University,2002,Full,Artificial Intelligence,Technical University of Madrid - Spain,North Carolina State University - USA,North Carolina State University - USA,,http://www.cs.tamu.edu/people/faculty/rgutier,,,
158937,Paul Debevec,University of Southern California,,Research,Graphics,University of Michigan - USA,,University of California - Berkeley - USA,,http://www.pauldebevec.com/Bio/,,,
158930,Lorenzo Torresani,Dartmouth College,2009,Assistant,Computer Vision,University of Milan - Italy,Stanford University - USA,Stanford University - USA,,http://www.cs.dartmouth.edu/~lorenzo/home.html,,,
158931,Tim Weninger,University of Notre Dame - USA,2013,Assistant,Networks & Communications,Kansas State University - USA,,University of Illinois at Urbana-Champaign - USA,,http://cse.nd.edu/people/faculty,https://www.linkedin.com/pub/tim-weninger/8/26/833,,
158932,Russell Tedrake,Massachusetts Institute of Technology,2012,Associate,Machine Learning & Pattern Recognition,University of Michigan - USA,,Massachusetts Institute of Technology - USA,,http://groups.csail.mit.edu/locomotion/russt_cv.pdf,http://groups.csail.mit.edu/locomotion/russt.html,,
158933,Haryadi Gunawi,University of Chicago,2012,Assistant,Operating Systems,University of Wisconsin - Madison - USA,,University of Wisconsin - Madison - USA,University of California - Berkeley - USA,http://www.cs.uchicago.edu/people/haryadi,,,
158938,Nikolaus Correll,University of Colorado Boulder,2009,Assistant,Artificial Intelligence,Technical University of Munich - Germany,Eidgenossische Technische Hochschule - Zurich - Switzerland,École Polytechnique Fédérale de Lausanne - Switzerland,Massachusetts Institute of Technology - USA,https://www.colorado.edu/cs/users/ncorrell,,,
158939,Paul Sivilotti,Ohio State University,2004,Associate,Distributed & Parallel Computing,Queen's University - Ontario - Canada,California Institute of Technology - USA,California Institute of Technology - USA,California Institute of Technology - USA,http://www.cse.ohio-state.edu/~paolo/,,,
156615,Paul Hudak,Yale University,1982,Full,Programming Languages,Vanderbilt University - USA,Massachusetts Institute of Technology - USA,University of Utah - USA,,http://www.cs.yale.edu/people/hudak.html,,,
102054,Andreas Kloeckner,University of Illinois at Urbana-Champaign,2013,Assistant,Scientific Computing,Karlsruhe Institute of Technology - Germany,Brown University - USA,Brown University - USA,,http://cs.illinois.edu/directory/profile/andreask,http://andreask.cs.illinois.edu/aboutme,,
147239,Deva Ramanan,University of California - Irvine,,Associate,Machine Learning & Pattern Recognition,,,University of California - Berkeley - USA,,http://www.ics.uci.edu/~dramanan/,,,
146540,Jarek Rossignac,Georgia Institute of Technology,1996,Full,Graphics,École Nationale Supérieure d'Electricité et de Mécanique - France,University of Nancy - France,University of Rochester - USA,,http://www.cc.gatech.edu/~jarek/,,,
84209,Mohamed Mokbel,University of Minnesota - Twin Cities,2005,Associate,Data Mining,Alexandria University - Egypt,Alexandria University - Egypt,Purdue University - USA,University of Washington - USA,http://www-users.cs.umn.edu/~mokbel/,http://www.cs.umn.edu/~mokbel,,
39009,John Kececioglu,University of Arizona,2000,Associate,Bioinformatics & Computational Biology,University of Arizona - USA,University of Arizona - USA,University of Arizona - USA,Universite de Montreal - Montreal - Canada,http://www.cs.arizona.edu/~kece/Research/vita.html,,,
73389,Nina Amenta,University of California - Davis,,Full,Graphics,,,University of California - Berkeley - USA,,http://www.cs.ucdavis.edu/people/faculty/amenta.html,,,
156050,Jacob Abernethy,University of Michigan,2013,Assistant,Machine Learning & Pattern Recognition,Massachusetts Institute of Technology - USA,Toyota Technological Institute & University of Chicago - USA,University of California - Berkeley - USA,University of Pennsylvania - USA,http://web.eecs.umich.edu/~jabernet/,,,
144683,Meera Sitharam,University of Florida,,Associate,Algorithms & Theory,Indian Institute of Technology - Madras - India,,University of Wisconsin - Madison - USA,,http://cise.ufl.edu/people/faculty/sitharam/,,,
147141,Shuchi Chawla,University of Wisconsin - Madison,2006,Associate,Algorithms & Theory,Indian Institute of Technology - Delhi - India,,Carnegie Mellon University - USA,Stanford University - USA,http://www.cs.wisc.edu/users/shuchi,http://pages.cs.wisc.edu/~shuchi/,,
3746,Nikolaos Papanikolopoulos,University of Minnesota - Twin Cities,1992,Full,Artificial Intelligence,National Technical University of Athens - Greece,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www-users.cs.umn.edu/~npapas/,http://arnetminer.org/person/nikolaos-p-papanikolopoulos-250449.html,,
142540,Ellen Zegura,Georgia Institute of Technology,1993,Full,Networks & Communications,Washington University - St. Louis - USA,Washington University - St. Louis - USA,Washington University - St. Louis - USA,,http://www.scs.gatech.edu/people/ellen-zegura,,,
157961,Mona Singh,Princeton University,1999,Full,Bioinformatics & Computational Biology,Harvard University - USA,,Massachusetts Institute of Technology - USA,,http://www.cs.princeton.edu/~mona/,,,
74224,Stephen Checkoway,Johns Hopkins University,,Assistant,Security & Privacy,University of Washington - USA,University of California - San Diego - USA,University of California - San Diego - USA,,http://www.cs.jhu.edu/~s/,,,
20389,Jonathan Appavoo,Boston University,2009,Assistant,Distributed & Parallel Computing,McMaster University - Canada,University of Toronto - Canada,University of Toronto - Canada,IBM Research - Zurich - Switzerland,http://www.cs.bu.edu/fac/jappavoo/jappavoo.github.com/index.html,,,
84819,Sariel Har-Peled,University of Illinois at Urbana-Champaign,2001,Associate,Algorithms & Theory,Tel Aviv University - Israel,Tel Aviv University - Israel,Tel Aviv University - Israel,Duke University - USA,http://sarielhp.org/misc/cv.html,,,
106476,Mark Braverman,Princeton University,2011,Assistant,Algorithms & Theory,,,University of Toronto - Canada,Microsoft Research - USA,http://www.cs.princeton.edu/~mbraverm/pmwiki/index.php?n=Site.Main?setview=display,,,
44048,Gordon Kindlmann,University of Chicago,2004,Assistant,Scientific Computing,Cornell University - USA,Cornell University - USA,University of Utah - USA,Harvard Medical School,http://www.cs.uchicago.edu/people/glk,,,
14431,Sylvia Ratnasamy,University of California - Berkeley,2011,Assistant,Operating Systems,University of Pune - India,,University of California - Berkeley - USA,,http://www.eecs.berkeley.edu/~sylvia/,,,
103051,Juliana Freire,New York University,2014,Affiliate,Data Mining,Federal University of Ceará - Brazil,State University of New York - Stony Brook - USA,State University of New York - Stony Brook - USA,,http://vgc.poly.edu/~juliana/vitae-short.pdf,,,
75998,Anand Sivasubramaniam,Pennsylvania State University,1995,Full,Operating Systems,Indian Institute of Technology - Madras - India,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,http://www.cse.psu.edu/people/anand,http://www.cse.psu.edu/~anand,,
88524,Noah Snavely,Cornell University,2009,Assistant,Computer Vision,University of Arizona - USA,University of Washington - USA,University of Washington - USA,,https://www.cs.cornell.edu/~snavely/,,,
111400,Miron Livny,University of Wisconsin - Madison,1983,Full,Distributed & Parallel Computing,Hebrew University of Jerusalem - Israel,Weizmann Institute of Science - Israel,Weizmann Institute of Science - Israel,,http://www.cs.wisc.edu/users/miron,http://pages.cs.wisc.edu/~miron/,,
14686,Endre Szemeredi,Rutgers - State University of New Jersey - New Brunswick,1986,Full,Algorithms & Theory,Eötvös Loránd University - Budapest,,Moscow State University - Russia,,http://en.wikipedia.org/wiki/Endre_Szemer%C3%A9di,http://www.abelprize.no/c54147/binfil/download.php?tid=54061,,
104150,Isil Dillig,University of Texas - Austin,2014,Assistant,Programming Languages,Stanford University - USA,Stanford University - USA,Stanford University - USA,,http://www.cs.utexas.edu/~isil/,,,
22490,Peter Gacs,Boston University,1984,Full,Algorithms & Theory,,Eotvos University - Budapest - Hungary,J.W. Goethe University Frankfurt am Main - Germany,,http://www.cs.bu.edu/fac/gacs/,,,
17977,Shamkant Navathe,Georgia Institute of Technology,1980,Associate,Databases,Indian Institute of Science - Bangalore - India,Ohio State University - USA,University of Michigan - USA,,http://www.cc.gatech.edu/~sham/3_resume.html,http://www.cc.gatech.edu/~sham/,,
47959,Andrea Arpaci-Dusseau,University of Wisconsin - Madison,2000,Full,Operating Systems,Carnegie Mellon University - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cs.wisc.edu/users/dusseau,,,
128910,Marco Caccamo,University of Illinois at Urbana-Champaign,,Associate,Operating Systems,University of Pisa - Italy,,Sant'Anna School of Advanced Studies - Italy,,http://pertsserver.cs.uiuc.edu/~mcaccamo/,,,
58403,Goce Trajcevski,Northwestern University,2007,Assistant,Algorithms & Theory,University of Sts. Kiril and Metodij - Skopje - Macedonia,University of Illinois at Chicago - USA,University of Illinois at Chicago - USA,Northwestern University - USA,http://www.ece.northwestern.edu/~goce/,,,
137389,Marcel Prastawa,University of Utah,2007,Research,Bioinformatics & Computational Biology,Purdue University - USA,,University of North Carolina - Chapel Hill - USA,,http://www.sci.utah.edu/~prastawa/prastawa-cv.pdf,,,
147524,Roger Chamberlain,Washington University - St. Louis,1994,Full,Operating Systems,Washington University - St. Louis - USA,Washington University - St. Louis - USA,Washington University - St. Louis - USA,,http://cse.wustl.edu/people/Pages/faculty-bio.aspx?faculty=77,http://engineering.wustl.edu/facultybio.aspx?faculty=383,,
